ISBN,Book-Title,Book-Author,Publisher,Genre,combined_features
342311360X,Die Liebe in Den Zelten,Gabriel Garcia Marquez,Deutscher Taschenbuch Verlag (DTV),,Die Liebe in Den Zelten Gabriel Garcia Marquez Deutscher Taschenbuch Verlag (DTV) 
3423116714,Die Klone der Joanna May. Roman.,Fay Weldon,Dtv,,Die Klone der Joanna May. Roman. Fay Weldon Dtv 
3423241489,Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau.,Arabella Weir,Dtv,,Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau. Arabella Weir Dtv 
3426605686,Haifischfrauen.,Kiana Davenport,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",,"Haifischfrauen. Kiana Davenport Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co. "
3453212150,Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.,Sue Townsend,Heyne,,Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole. Sue Townsend Heyne 
3462021095,Schwarzer Tee mit drei StÃ¼ck Zucker,Renan Demirkan,Kiepenheuer &amp; Witsch,,Schwarzer Tee mit drei StÃ¼ck Zucker Renan Demirkan Kiepenheuer &amp; Witsch 
3492045642,QuerschÃ?Â¼sse - Downsize This!,Michael Moore,Piper,,QuerschÃ?Â¼sse - Downsize This! Michael Moore Piper 
3498020862,Die Korrekturen.,Jonathan Franzen,"Rowohlt, Reinbek",,"Die Korrekturen. Jonathan Franzen Rowohlt, Reinbek "
3499110695,Neun ErzÃ?Â¤hlungen.,Jerome D. Salinger,Rowohlt Tb.,,Neun ErzÃ?Â¤hlungen. Jerome D. Salinger Rowohlt Tb. 
3499151502,"Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.",Jerome D. Salinger,Rowohlt Tb.,,"Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt. Jerome D. Salinger Rowohlt Tb. "
3518111000,"Ulysses (Ã?Â?bersetzg. WollschlÃ?Â¤ger). ( Neue Folge, 100).",James Joyce,Suhrkamp,,"Ulysses (Ã?Â?bersetzg. WollschlÃ?Â¤ger). ( Neue Folge, 100). James Joyce Suhrkamp "
3548254268,Eine ganz normale AffÃ?Â¤re.,Joanna Trollope,Ullstein Tb,,Eine ganz normale AffÃ?Â¤re. Joanna Trollope Ullstein Tb 
3570300099,"Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.).",Sue Townsend,"Bertelsmann, MÃ?Â¼nchen",,"Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.). Sue Townsend Bertelsmann, MÃ?Â¼nchen "
3596292646,Das Buch der lÃ?Â¤cherlichen Liebe.,Milan Kundera,"Fischer (Tb.), Frankfurt",,"Das Buch der lÃ?Â¤cherlichen Liebe. Milan Kundera Fischer (Tb.), Frankfurt "
60977493,The God of Small Things,Arundhati Roy,Perennial,,The God of Small Things Arundhati Roy Perennial 
312872682,The James Dean Affair: A Neil Gulliver &amp; Stevie Marriner Novel,Robert S. Levinson,St Martins Pr,,The James Dean Affair: A Neil Gulliver &amp; Stevie Marriner Novel Robert S. Levinson St Martins Pr 
316602906,The Big Bad Wolf: A Novel,James Patterson,"Little, Brown",,"The Big Bad Wolf: A Novel James Patterson Little, Brown "
316693006,Four Blind Mice,James Patterson,"Little, Brown",,"Four Blind Mice James Patterson Little, Brown "
345311396,Private Screening,Richard North Patterson,Ballantine Books,,Private Screening Richard North Patterson Ballantine Books 
345378490,Congo,Michael Crichton,Ballantine Books,,Congo Michael Crichton Ballantine Books 
345404793,Protect and Defend,Richard North Patterson,Ballantine Books,,Protect and Defend Richard North Patterson Ballantine Books 
345433173,The Tall Pine Polka,Lorna Landvik,Ballantine Books,,The Tall Pine Polka Lorna Landvik Ballantine Books 
375400117,Memoirs of a Geisha,Arthur Golden,Alfred A. Knopf,,Memoirs of a Geisha Arthur Golden Alfred A. Knopf 
375705856,Plainsong (Vintage Contemporaries),KENT HARUF,Vintage,,Plainsong (Vintage Contemporaries) KENT HARUF Vintage 
380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,Avon,,Body of Evidence (Kay Scarpetta Mysteries (Paperback)) Patricia D. Cornwell Avon 
380718332,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,Avon,,All That Remains (Kay Scarpetta Mysteries (Paperback)) Patricia D. Cornwell Avon 
380754509,The Case of the Lost Look-Alike (An Avon Camelot Book),Carol J. Farley,Avon Books,,The Case of the Lost Look-Alike (An Avon Camelot Book) Carol J. Farley Avon Books 
038076654X,Petals on the River,Kathleen E. Woodiwiss,Avon Trade,,Petals on the River Kathleen E. Woodiwiss Avon Trade 
380807866,The Elusive Flame,Kathleen E. Woodiwiss,Avon,,The Elusive Flame Kathleen E. Woodiwiss Avon 
385316895,Legacy of Silence,Belva Plain,Bantam Dell Pub Group,,Legacy of Silence Belva Plain Bantam Dell Pub Group 
385497466,The Brethren,JOHN GRISHAM,Doubleday,,The Brethren JOHN GRISHAM Doubleday 
385508042,The King of Torts,John Grisham,Doubleday Books,,The King of Torts John Grisham Doubleday Books 
385509456,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,Doubleday,,The Curious Incident of the Dog in the Night-Time : A Novel MARK HADDON Doubleday 
385511612,Bleachers,John Grisham,Doubleday,,Bleachers John Grisham Doubleday 
385730586,Sisterhood of the Traveling Pants,ANN BRASHARES,Delacorte Books for Young Readers,,Sisterhood of the Traveling Pants ANN BRASHARES Delacorte Books for Young Readers 
425164403,Only Love (Magical Love),Erich Segal,Berkley Publishing Group,,Only Love (Magical Love) Erich Segal Berkley Publishing Group 
440234964,All or Nothing (Wheeler Large Print Books),Elizabeth Adler,Island,,All or Nothing (Wheeler Large Print Books) Elizabeth Adler Island 
446605484,Roses Are Red (Alex Cross Novels),James Patterson,Warner Vision,,Roses Are Red (Alex Cross Novels) James Patterson Warner Vision 
446610399,The Rescue,Nicholas Sparks,Warner Books,,The Rescue Nicholas Sparks Warner Books 
449006522,Manhattan Hunt Club,JOHN SAUL,Ballantine Books,,Manhattan Hunt Club JOHN SAUL Ballantine Books 
449911004,Patty Jane's House of Curl (Ballantine Reader's Circle),LORNA LANDVIK,Ballantine Books,,Patty Jane's House of Curl (Ballantine Reader's Circle) LORNA LANDVIK Ballantine Books 
451162072,Pet Sematary,Stephen King,Signet Book,,Pet Sematary Stephen King Signet Book 
451186648,Silent Snow,Steve Thayer,Signet Book,,Silent Snow Steve Thayer Signet Book 
452282152,Girl with a Pearl Earring,Tracy Chevalier,Plume Books,,Girl with a Pearl Earring Tracy Chevalier Plume Books 
051513290X,Summer of Storms,Judith Kelman,Jove Books,,Summer of Storms Judith Kelman Jove Books 
553580388,The Patient,Michael Palmer,Bantam Books,,The Patient Michael Palmer Bantam Books 
590598848,"Demona's Revenge (Gargoyles, No. 2)",Francine Hughes,Scholastic,,"Demona's Revenge (Gargoyles, No. 2) Francine Hughes Scholastic "
590629719,Clifford's Sports Day,Norman Bridwell,Scholastic,,Clifford's Sports Day Norman Bridwell Scholastic 
671023616,Postmortem (Kay Scarpetta Mysteries (Paperback)),Patricia Cornwell,Pocket,,Postmortem (Kay Scarpetta Mysteries (Paperback)) Patricia Cornwell Pocket 
671027387,Deception Point,Dan Brown,Pocket,,Deception Point Dan Brown Pocket 
684848783,Tis : A Memoir,Frank McCourt,Scribner,,Tis : A Memoir Frank McCourt Scribner 
743486226,Angels &amp; Demons,Dan Brown,Atria,,Angels &amp; Demons Dan Brown Atria 
786863986,A Monk Swimming,Malachy McCourt,Hyperion,,A Monk Swimming Malachy McCourt Hyperion 
803251718,Crazy Horse,Mari Sandoz,University of Nebraska Press,,Crazy Horse Mari Sandoz University of Nebraska Press 
804117934,The Silent Cry (William Monk Novels (Paperback)),Anne Perry,Ivy Books,,The Silent Cry (William Monk Novels (Paperback)) Anne Perry Ivy Books 
140003180X,The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency),ALEXANDER MCCALL SMITH,Anchor,,The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency) ALEXANDER MCCALL SMITH Anchor 
155874262X,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,Health Communications,,Chicken Soup for the Soul (Chicken Soup for the Soul) Jack Canfield Health Communications 
60987103,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,Regan Books,,Wicked: The Life and Times of the Wicked Witch of the West Gregory Maguire Regan Books 
151008116,Life of Pi,Yann Martel,Harcourt,,Life of Pi Yann Martel Harcourt 
375704965,A Judgement in Stone,Ruth Rendell,Vintage Books USA,,A Judgement in Stone Ruth Rendell Vintage Books USA 
525947647,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Al Franken,Dutton Books,,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right Al Franken Dutton Books 
804111359,Secret History,DONNA TARTT,Ballantine Books,,Secret History DONNA TARTT Ballantine Books 
1558744150,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,Health Communications,,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)) Jack Canfield Health Communications 
435272683,Great Expectations (Heinemann Guided Readers),John Milne,Delta Systems,,Great Expectations (Heinemann Guided Readers) John Milne Delta Systems 
316782505,The Weight of Water,Anita Shreve,"Little, Brown",,"The Weight of Water Anita Shreve Little, Brown "
006102063X,Moving Pictures (Discworld Novels (Paperback)),Terry Pratchett,HarperTorch,,Moving Pictures (Discworld Novels (Paperback)) Terry Pratchett HarperTorch 
60013117,Night Watch,Terry Pratchett,HarperCollins,,Night Watch Terry Pratchett HarperCollins 
60199563,Thief of Time,Terry Pratchett,HarperCollins Publishers,,Thief of Time Terry Pratchett HarperCollins Publishers 
006052779X,Charlotte's Web Book and Charm (Charming Classics),E. B. White,HarperFestival,,Charlotte's Web Book and Charm (Charming Classics) E. B. White HarperFestival 
60563079,Peter Pan: The Original Story (Peter Pan),J. M. Barrie,HarperFestival,,Peter Pan: The Original Story (Peter Pan) J. M. Barrie HarperFestival 
60809027,My Friend Flicka,Mary O'Hara,Perennial,,My Friend Flicka Mary O'Hara Perennial 
61040967,The Last Hero : A Discworld Fable (Discworld Novels (Hardcover)),Terry Pratchett,HarperCollins,,The Last Hero : A Discworld Fable (Discworld Novels (Hardcover)) Terry Pratchett HarperCollins 
61050474,Jingo: A Discworld Novel (Discworld Series/Terry Pratchett),Terry Pratchett,HarperPrism,,Jingo: A Discworld Novel (Discworld Series/Terry Pratchett) Terry Pratchett HarperPrism 
61052515,"Maskerade: A Novel of Discworld (Pratchett, Terry. Discworld Series (New York, N.Y.).)",Terry Pratchett,HarperPrism,,"Maskerade: A Novel of Discworld (Pratchett, Terry. Discworld Series (New York, N.Y.).) Terry Pratchett HarperPrism "
61052523,Interesting Times: A Novel of Discworld,Terry Pratchett,Harpercollins,,Interesting Times: A Novel of Discworld Terry Pratchett Harpercollins 
64472264,"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson",Louise Rennison,HarperTempest,,"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson Louise Rennison HarperTempest "
140620664,Mansfield Park (Penguin Popular Classics),Jane Austen,Penguin Books Ltd,,Mansfield Park (Penguin Popular Classics) Jane Austen Penguin Books Ltd 
312148267,The Wind in the Willows,Kenneth Grahame,St. Martin's Press,,The Wind in the Willows Kenneth Grahame St. Martin's Press 
312156960,The Winter King: A Novel of Arthur (The Warlord Chronicles: I),Bernard Cornwell,St. Martin's Griffin,,The Winter King: A Novel of Arthur (The Warlord Chronicles: I) Bernard Cornwell St. Martin's Griffin 
312890044,Moonheart (Newford),Charles de Lint,Orb Books,,Moonheart (Newford) Charles de Lint Orb Books 
034543191X,The King of Elfland's Daughter (Del Rey Impact),Edward John Moreton Drax Plunkett Dunsany,Del Rey Books,,The King of Elfland's Daughter (Del Rey Impact) Edward John Moreton Drax Plunkett Dunsany Del Rey Books 
373836023,Powder and Patch,Georgette Heyer,Harlequin,,Powder and Patch Georgette Heyer Harlequin 
375751513,The Picture of Dorian Gray (Modern Library (Paperback)),OSCAR WILDE,Modern Library,,The Picture of Dorian Gray (Modern Library (Paperback)) OSCAR WILDE Modern Library 
375801677,The Iron Giant,Ted Hughes,Knopf Books for Young Readers,,The Iron Giant Ted Hughes Knopf Books for Young Readers 
375814248,James and the Giant Peach,ROALD DAHL,Knopf Books for Young Readers,,James and the Giant Peach ROALD DAHL Knopf Books for Young Readers 
375823352,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,Knopf Books for Young Readers,,"The Amber Spyglass (His Dark Materials, Book 3) PHILIP PULLMAN Knopf Books for Young Readers "
037582345X,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,Knopf Books for Young Readers,,"The Golden Compass (His Dark Materials, Book 1) PHILIP PULLMAN Knopf Books for Young Readers "
375823468,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,Knopf Books for Young Readers,,"The Subtle Knife (His Dark Materials, Book 2) PHILIP PULLMAN Knopf Books for Young Readers "
380730448,"The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole",Sue Townsend,Perennial,,"The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole Sue Townsend Perennial "
380973839,Martian Chronicles,Ray Bradbury,William Morrow,,Martian Chronicles Ray Bradbury William Morrow 
385327773,The Great God Pan,Donna Jo Napoli,Wendy Lamb Books,,The Great God Pan Donna Jo Napoli Wendy Lamb Books 
394586239,Possession: A Romance,A. S. Byatt,Random House Inc,,Possession: A Romance A. S. Byatt Random House Inc 
439510112,Born Confused,Tanuja Desai Hidier,Push,,Born Confused Tanuja Desai Hidier Push 
440241413,Confessions of a Shopaholic,SOPHIE KINSELLA,Dell,,Confessions of a Shopaholic SOPHIE KINSELLA Dell 
451409256,Making Minty Malone,Isabel Wolff,Onyx Books,,Making Minty Malone Isabel Wolff Onyx Books 
451523415,Little Women (Signet Classic),Louisa May Alcott,Signet Classics,,Little Women (Signet Classic) Louisa May Alcott Signet Classics 
451526279,Emma (Signet Classics (Paperback)),Jane Austen,Signet Classics,,Emma (Signet Classics (Paperback)) Jane Austen Signet Classics 
451526341,Animal Farm,George Orwell,Signet,,Animal Farm George Orwell Signet 
486415864,Great Expectations (Dover Thrift Editions),Charles Dickens,Dover Publications,,Great Expectations (Dover Thrift Editions) Charles Dickens Dover Publications 
553280589,Eva Luna,Isabel Allende,Bantam Books,,Eva Luna Isabel Allende Bantam Books 
571197639,Poisonwood Bible Edition Uk,Barbara Kingsolver,Faber Faber Inc,,Poisonwood Bible Edition Uk Barbara Kingsolver Faber Faber Inc 
670035262,The Green Man : Tales from the Mythic Forest,Ellen Datlow,Viking Juvenile,,The Green Man : Tales from the Mythic Forest Ellen Datlow Viking Juvenile 
679423079,Nicholas Nickleby (Everyman's Library),Charles Dickens,Alfred A. Knopf,,Nicholas Nickleby (Everyman's Library) Charles Dickens Alfred A. Knopf 
679751343,Angels &amp; Insects : Two Novellas,A.S. BYATT,Vintage,,Angels &amp; Insects : Two Novellas A.S. BYATT Vintage 
684833395,Catch 22,Joseph Heller,Simon &amp; Schuster,,Catch 22 Joseph Heller Simon &amp; Schuster 
743245024,The Forsyte Saga : The Man of Property and In Chancery,John Galsworthy,Touchstone,,The Forsyte Saga : The Man of Property and In Chancery John Galsworthy Touchstone 
749748001,The Enchanted Wood,Enid Blyton,Egmont Childrens Books,,The Enchanted Wood Enid Blyton Egmont Childrens Books 
749748028,The Folk of the Faraway Tree,Enid Blyton,Egmont Childrens Books,,The Folk of the Faraway Tree Enid Blyton Egmont Childrens Books 
963094424,Angels and Visitations: A Miscellany,Neil Gaiman,Dreamhaven Books,,Angels and Visitations: A Miscellany Neil Gaiman Dreamhaven Books 
1401201172,"League of Extraordinary Gentlemen, Vol. 2 (Comic)",Alan Moore,DC Comics,,"League of Extraordinary Gentlemen, Vol. 2 (Comic) Alan Moore DC Comics "
1563892278,"Preludes and Nocturnes (Sandman, Book 1)",Neil Gaiman,DC Comics,,"Preludes and Nocturnes (Sandman, Book 1) Neil Gaiman DC Comics "
1563898586,"The League of Extraordinary Gentlemen, Vol. 1",Alan Moore,DC Comics,,"The League of Extraordinary Gentlemen, Vol. 1 Alan Moore DC Comics "
156971620X,Harlequin Valentine,Neil Gaiman,Dark Horse Comics,,Harlequin Valentine Neil Gaiman Dark Horse Comics 
1592571301,Alpha Teach Yourself American Sign Language in 24 Hours (Alpha Teach Yourself in 24 Hours),Trudy Suggs,Alpha Books,,Alpha Teach Yourself American Sign Language in 24 Hours (Alpha Teach Yourself in 24 Hours) Trudy Suggs Alpha Books 
374270325,A Man in Full,Tom Wolfe,Farrar Straus &amp; Giroux,,A Man in Full Tom Wolfe Farrar Straus &amp; Giroux 
375719180,The Miracle Life of Edgar Mint: A Novel,Brady Udall,Vintage Books USA,,The Miracle Life of Edgar Mint: A Novel Brady Udall Vintage Books USA 
440235502,October Sky: A Memoir,Homer Hickam,Dell,,October Sky: A Memoir Homer Hickam Dell 
044023722X,A Painted House,John Grisham,Dell Publishing Company,,A Painted House John Grisham Dell Publishing Company 
1573225487,The Romance Reader,Pearl Abraham,Riverhead Books,,The Romance Reader Pearl Abraham Riverhead Books 
1853260673,Far from the Madding Crowd (Wordsworth Classics),Thomas Hardy,NTC/Contemporary Publishing Company,,Far from the Madding Crowd (Wordsworth Classics) Thomas Hardy NTC/Contemporary Publishing Company 
60977477,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,Perennial,,The Perfect Storm : A True Story of Men Against the Sea Sebastian Junger Perennial 
345391691,The Battle for God,Karen Armstrong,Ballantine Books,,The Battle for God Karen Armstrong Ballantine Books 
520011171,Sappho: A New Translation,Mary Barnard,University of California Press,,Sappho: A New Translation Mary Barnard University of California Press 
553278746,The Postman (Bantam Classics),David Brin,Spectra Books,,The Postman (Bantam Classics) David Brin Spectra Books 
670856045,The Tortilla Curtain,T. Coraghessan Boyle,Viking Books,,The Tortilla Curtain T. Coraghessan Boyle Viking Books 
872200760,Symposium,Paul Woodruff,Hackett Pub Co Inc,,Symposium Paul Woodruff Hackett Pub Co Inc 
937858994,The What's Happening to My Body? Book for Boys: A Growing Up Guide for Parents and Sons,Lynda Madaras,W W Norton &amp; Co,,The What's Happening to My Body? Book for Boys: A Growing Up Guide for Parents and Sons Lynda Madaras W W Norton &amp; Co 
671649949,OBJECT AFFECTION,Stephen McCauley,Washington Square Press,,OBJECT AFFECTION Stephen McCauley Washington Square Press 
